"","pan.samplesID","cancer.type","Subtype_mRNA","Subtype_DNAmeth","Subtype_protein","Subtype_miRNA","Subtype_CNA","Subtype_Integrative","Subtype_other","Subtype_Selected"
"1283","TCGA-D8-A27P-01A-11R-A16F-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1284","TCGA-D8-A1XL-01A-11R-A14M-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1285","TCGA-D8-A1XO-01A-11R-A14M-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1286","TCGA-D8-A1XQ-01A-11R-A14M-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1287","TCGA-D8-A1XR-01A-11R-A14M-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1288","TCGA-D8-A1XS-01A-11R-A14M-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1289","TCGA-D8-A1XT-01A-11R-A14M-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"1290","TCGA-D8-A1XV-01A-11R-A14M-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1291","TCGA-D8-A1XW-01A-11R-A14M-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1292","TCGA-A2-A0D4-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1293","TCGA-A8-A06N-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1294","TCGA-A8-A06Z-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1295","TCGA-A8-A07O-01A-11R-A00Z-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1296","TCGA-A8-A085-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1297","TCGA-A8-A08I-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1298","TCGA-A8-A091-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1299","TCGA-EW-A1P3-01A-11R-A144-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1300","TCGA-EW-A1P6-01A-11R-A144-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1301","TCGA-EW-A1P8-01A-11R-A144-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1302","TCGA-EW-A1PA-01A-11R-A144-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1303","TCGA-EW-A1PG-01A-11R-A144-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1304","TCGA-A2-A1FZ-01A-51R-A14D-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1305","TCGA-BH-A1FU-01A-11R-A14D-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1306","TCGA-D8-A27R-01A-11R-A16F-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1307","TCGA-D8-A27T-01A-11R-A16F-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1308","TCGA-D8-A27W-01A-11R-A16F-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1309","TCGA-E9-A1R0-01A-22R-A16F-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1310","TCGA-E9-A245-01A-22R-A16F-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1311","TCGA-E9-A295-01A-11R-A16F-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1312","TCGA-GI-A2C8-01A-11R-A16F-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1313","TCGA-AC-A2QH-01A-11R-A18M-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1314","TCGA-AR-A2LH-01A-31R-A18M-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1315","TCGA-AR-A2LN-01A-21R-A18M-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1316","TCGA-AR-A2LO-01A-31R-A18M-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1317","TCGA-AR-A2LQ-01A-22R-A18M-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1318","TCGA-AR-A2LR-01A-12R-A18M-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1319","TCGA-BH-A2L8-01A-11R-A18M-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1320","TCGA-E9-A2JT-01A-22R-A18M-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1321","TCGA-B6-A2IU-01A-32R-A18M-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1322","TCGA-GM-A2D9-01A-11R-A18M-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1323","TCGA-GM-A2DA-01A-11R-A18M-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1324","TCGA-GM-A2DB-01A-31R-A18M-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"1325","TCGA-GM-A2DC-01A-11R-A18M-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1326","TCGA-GM-A2DI-01A-31R-A18M-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1327","TCGA-A8-A095-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1328","TCGA-A8-A09G-01A-21R-A00Z-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"1329","TCGA-A8-A084-01A-21R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1330","TCGA-A2-A3KC-01A-11R-A213-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1331","TCGA-A2-A3KD-01A-12R-A213-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1332","TCGA-A7-A3J0-01A-11R-A213-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1333","TCGA-A7-A3IZ-01A-11R-A213-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1334","TCGA-AC-A23G-01A-11R-A213-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1335","TCGA-A7-A3J1-01A-11R-A213-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1336","TCGA-AC-A3HN-01A-11R-A213-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1337","TCGA-BH-A18V-06A-11R-A213-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1338","TCGA-BH-A1FE-06A-11R-A213-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1339","TCGA-C8-A3M8-01A-11R-A213-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1340","TCGA-E2-A3DX-01A-21R-A213-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1341","TCGA-E9-A3HO-01A-11R-A213-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1342","TCGA-A7-A2KD-01A-31R-A21T-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1343","TCGA-A7-A3IY-01A-21R-A21T-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1344","TCGA-AC-A2BK-01A-11R-A21T-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1345","TCGA-AC-A3OD-01A-11R-A21T-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1346","TCGA-AC-A2BM-01A-11R-A21T-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1347","TCGA-C8-A3M7-01A-12R-A21T-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1348","TCGA-B6-A0I1-01A-11R-A21T-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1349","TCGA-E9-A3Q9-01A-11R-A21T-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1350","TCGA-EW-A1PC-01B-11R-A21T-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1351","TCGA-EW-A2FR-01A-11R-A21T-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"1352","TCGA-GI-A2C9-01A-11R-A21T-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1353","TCGA-GM-A3NY-01A-11R-A21T-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1354","TCGA-GI-A2C9-11A-22R-A21T-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1355","TCGA-GM-A2DL-01A-11R-A18M-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1356","TCGA-GM-A2DO-01A-11R-A18M-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1357","TCGA-BH-A0BA-11A-22R-A19E-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1358","TCGA-HN-A2NL-01A-11R-A18M-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1359","TCGA-BH-A0HL-01A-11R-A10U-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1360","TCGA-BH-A0HN-01A-11R-A10U-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1361","TCGA-A8-A083-01A-21R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1362","TCGA-A8-A06R-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1363","TCGA-A8-A096-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1364","TCGA-A8-A08Z-01A-21R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1365","TCGA-BH-A0B9-01A-11R-A056-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1366","TCGA-A8-A099-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1367","TCGA-A2-A1G6-01A-11R-A13Q-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1368","TCGA-E2-A1BD-01A-11R-A12P-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1369","TCGA-AN-A03X-01A-21R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1370","TCGA-A8-A09M-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1371","TCGA-BH-A1ES-01A-11R-A137-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1372","TCGA-AN-A03Y-01A-21R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1373","TCGA-E2-A1B6-01A-31R-A12P-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1374","TCGA-BH-A0B4-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1375","TCGA-A8-A08G-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1376","TCGA-A7-A13H-01A-11R-A22K-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1377","TCGA-E2-A2P6-01A-11R-A19W-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1378","TCGA-A2-A0CO-01A-13R-A22K-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1379","TCGA-A7-A3RF-01A-11R-A22K-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1380","TCGA-BH-A28O-01A-11R-A22K-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1381","TCGA-E2-A14U-01A-11R-A22K-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1382","TCGA-E2-A2P5-01A-11R-A19W-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1383","TCGA-A2-A0EP-01A-52R-A22U-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1384","TCGA-A2-A3XS-01A-11R-A22U-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1385","TCGA-A2-A3XT-01A-11R-A22U-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1386","TCGA-A2-A3XU-01A-12R-A22U-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1387","TCGA-A2-A3XV-01A-21R-A239-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"1388","TCGA-A2-A3XX-01A-21R-A239-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1389","TCGA-A2-A3XW-01A-11R-A239-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1390","TCGA-A2-A3XY-01A-11R-A239-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1391","TCGA-A2-A3XZ-01A-42R-A239-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"1392","TCGA-A2-A3Y0-01A-11R-A239-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1393","TCGA-A7-A425-01A-11R-A24H-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1394","TCGA-AC-A3QP-01A-11R-A22U-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1395","TCGA-A7-A426-01A-22R-A24H-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1396","TCGA-LL-A442-01A-11R-A24H-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1397","TCGA-AC-A3YJ-01A-11R-A22U-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1398","TCGA-B6-A401-01A-11R-A239-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1399","TCGA-B6-A400-01A-11R-A239-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1400","TCGA-B6-A402-01A-11R-A239-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1401","TCGA-B6-A408-01A-12R-A24H-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1402","TCGA-B6-A40B-01A-11R-A239-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1403","TCGA-B6-A409-01A-11R-A24H-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1404","TCGA-B6-A40C-01A-11R-A239-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1405","TCGA-BH-A1ES-06A-12R-A24H-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1406","TCGA-BH-A42T-01A-11R-A24H-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1407","TCGA-BH-A42U-01A-12R-A24H-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1408","TCGA-D8-A3Z5-01A-41R-A24H-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1409","TCGA-BH-A42V-01A-11R-A24H-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1410","TCGA-D8-A3Z6-01A-11R-A239-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1411","TCGA-E9-A3X8-01A-31R-A22U-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1412","TCGA-LL-A441-01A-11R-A24H-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1413","TCGA-AC-A3YI-01A-21R-A239-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1414","TCGA-B6-A3ZX-01A-11R-A239-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1415","TCGA-A2-A0CK-01A-11R-A22K-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1416","TCGA-A2-A0CR-01A-11R-A22K-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1417","TCGA-AC-A3TM-01A-11R-A22K-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1418","TCGA-AC-A3TN-01A-11R-A22K-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1419","TCGA-AC-A2FE-01A-11R-A19W-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1420","TCGA-A8-A09Z-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1421","TCGA-AC-A2FM-01A-11R-A19W-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1422","TCGA-AC-A2FM-11B-32R-A19W-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1423","TCGA-AC-A2QI-01A-12R-A19W-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1424","TCGA-AC-A2QJ-01A-12R-A19W-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1425","TCGA-AC-A3EH-01A-22R-A22K-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1426","TCGA-AC-A3BB-01A-21R-A19W-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1427","TCGA-AC-A3QQ-01A-11R-A22K-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1428","TCGA-AC-A3W5-01A-11R-A22K-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"1429","TCGA-AC-A3W7-01A-11R-A22K-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1430","TCGA-AC-A3W6-01A-12R-A22K-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1431","TCGA-AR-A2LJ-01A-12R-A19W-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1432","TCGA-AR-A1AM-01A-41R-A22K-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1433","TCGA-BH-A0B6-01A-11R-A19W-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1434","TCGA-E2-A107-01A-11R-A10J-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1435","TCGA-EW-A3E8-01B-11R-A24H-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1436","TCGA-EW-A423-01A-11R-A24H-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1437","TCGA-EW-A424-01A-11R-A24H-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1438","TCGA-GM-A3XG-01A-31R-A24H-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1439","TCGA-GM-A3XL-01A-11R-A22U-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1440","TCGA-GM-A3XN-01A-12R-A22U-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1441","TCGA-JL-A3YW-01A-12R-A239-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"1442","TCGA-LL-A440-01A-11R-A24H-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1443","TCGA-JL-A3YX-01A-11R-A22U-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1444","TCGA-E2-A1LE-01A-12R-A19W-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"1445","TCGA-E9-A3QA-01A-61R-A22K-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1446","TCGA-EW-A3U0-01A-11R-A22K-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1447","TCGA-GM-A3NW-01A-21R-A22K-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1448","TCGA-D8-A4Z1-01A-21R-A266-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1449","TCGA-A2-A4S3-01A-21R-A266-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1450","TCGA-A2-A4S2-01A-12R-A266-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1451","TCGA-A7-A4SC-01A-12R-A266-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1452","TCGA-A7-A4SE-01A-11R-A266-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1453","TCGA-A7-A4SF-01A-11R-A266-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"1454","TCGA-AQ-A54O-01A-11R-A266-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1455","TCGA-AQ-A54N-01A-11R-A266-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1456","TCGA-GM-A4E0-01A-12R-A266-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1457","TCGA-A2-A4RW-01A-21R-A266-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1458","TCGA-LL-A50Y-01A-11R-A266-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1459","TCGA-A7-A4SB-01A-21R-A266-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1460","TCGA-A2-A4RX-01A-11R-A266-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1461","TCGA-E9-A54X-01A-11R-A266-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1462","TCGA-A2-A4RY-01A-31R-A266-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1463","TCGA-A2-A4S0-01A-21R-A266-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1464","TCGA-A7-A4SD-01A-11R-A266-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1465","TCGA-LQ-A4E4-01A-11R-A266-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1466","TCGA-A7-A4SA-01A-11R-A266-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1467","TCGA-MS-A51U-01A-31R-A266-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1468","TCGA-A7-A5ZV-01A-11R-A28M-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1469","TCGA-AC-A5EH-01A-11R-A28M-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"1470","TCGA-AC-A5XU-01A-11R-A28M-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1471","TCGA-AR-A5QN-01A-12R-A28M-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1472","TCGA-AR-A5QQ-01A-11R-A28M-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1473","TCGA-E9-A5UP-01A-11R-A28M-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1474","TCGA-E9-A5UO-01A-11R-A28M-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1475","TCGA-AR-A5QP-01A-11R-A28M-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1476","TCGA-GM-A5PV-01A-11R-A28M-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1477","TCGA-GM-A5PX-01A-12R-A28M-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1478","TCGA-OL-A5RY-01A-21R-A28M-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1479","TCGA-LL-A5YO-01A-21R-A28M-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"1480","TCGA-LL-A5YP-01A-21R-A28M-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1481","TCGA-OL-A5RX-01A-11R-A28M-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1482","TCGA-OL-A5RZ-01A-11R-A28M-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"1483","TCGA-OL-A5RV-01A-12R-A28M-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1484","TCGA-OL-A5S0-01A-11R-A28M-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1485","TCGA-A7-A56D-01A-11R-A27Q-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1486","TCGA-AR-A5QM-01A-11R-A27Q-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1487","TCGA-E9-A5FK-01A-11R-A27Q-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1488","TCGA-BH-A5J0-01A-11R-A27Q-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1489","TCGA-E9-A5FL-01A-11R-A27Q-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1490","TCGA-LL-A5YM-01A-11R-A28M-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
